STATE/UT,Year,CAUSE,Male,Female,Total
ANDHRA PRADESH,2008,Car (Private),866,227,1093
ANDHRA PRADESH,2008,Three Wheeler,1523,379,1902
ANDHRA PRADESH,2008,Two Wheeler,1888,259,2147
ANDHRA PRADESH,2008,Bicycle,240,27,267
ANDHRA PRADESH,2008,Pedestrian,622,120,742
ANDHRA PRADESH,2008,Others (Please Specify),1657,222,1879
ANDHRA PRADESH,2008,Total Deaths (Persons),11784,2374,14158
ANDHRA PRADESH,2008,Total Truck/Lorry,2830,535,3365
ANDHRA PRADESH,2008,Total Bus,1044,306,1350
ANDHRA PRADESH,2008,Total Tempo/Vans,526,103,629
ANDHRA PRADESH,2008,Total Jeep,581,194,775
ANDHRA PRADESH,2008,Total Car,873,229,1102
ANDHRA PRADESH,2009,Truck/Lorry (Government),19,12,31
ANDHRA PRADESH,2009,Truck/Lorry (Private),2585,504,3089
ANDHRA PRADESH,2009,Bus (Government),447,140,587
ANDHRA PRADESH,2009,Bus (Private),585,180,765
ANDHRA PRADESH,2009,Tempo/Vans (Government),112,48,160
ANDHRA PRADESH,2009,Tempo/Vans (Private),701,144,845
ANDHRA PRADESH,2009,Jeep (Government),9,1,10
ANDHRA PRADESH,2009,Jeep (Private),456,102,558
ANDHRA PRADESH,2009,Car (Government),10,0,10
ANDHRA PRADESH,2009,Car (Private),741,151,892
ANDHRA PRADESH,2009,Three Wheeler,1637,373,2010
ANDHRA PRADESH,2009,Two Wheeler,1878,309,2187
ANDHRA PRADESH,2009,Bicycle,165,6,171
ANDHRA PRADESH,2009,Pedestrian,394,114,508
ANDHRA PRADESH,2009,Others (Please Specify),2327,366,2693
ANDHRA PRADESH,2009,Total Deaths (Persons),12066,2450,14516
ANDHRA PRADESH,2009,Total Truck/Lorry,2604,516,3120
ANDHRA PRADESH,2009,Total Bus,1032,320,1352
ANDHRA PRADESH,2009,Total Tempo/Vans,813,192,1005
ANDHRA PRADESH,2009,Total Jeep,465,103,568
ANDHRA PRADESH,2009,Total Car,751,151,902
ANDHRA PRADESH,2010,Truck/Lorry (Government),58,18,76
ANDHRA PRADESH,2010,Truck/Lorry (Private),2937,440,3377
ANDHRA PRADESH,2010,Bus (Government),741,146,887
ANDHRA PRADESH,2010,Bus (Private),501,152,653
ANDHRA PRADESH,2010,Tempo/Vans (Government),7,1,8
ANDHRA PRADESH,2010,Tempo/Vans (Private),740,120,860
ANDHRA PRADESH,2010,Jeep (Government),23,5,28
ANDHRA PRADESH,2010,Jeep (Private),643,191,834
ANDHRA PRADESH,2010,Car (Government),50,6,56
ANDHRA PRADESH,2010,Car (Private),995,218,1213
ANDHRA PRADESH,2010,Three Wheeler,1882,383,2265
ANDHRA PRADESH,2010,Two Wheeler,2222,357,2579
ANDHRA PRADESH,2010,Bicycle,183,12,195
ANDHRA PRADESH,2010,Pedestrian,422,97,519
ANDHRA PRADESH,2010,Others (Please Specify),1487,300,1787
ANDHRA PRADESH,2010,Total Deaths (Persons),12891,2446,15337
ANDHRA PRADESH,2010,Total Truck/Lorry,2995,458,3453
ANDHRA PRADESH,2010,Total Bus,1242,298,1540
ANDHRA PRADESH,2010,Total Tempo/Vans,747,121,868
ANDHRA PRADESH,2010,Total Jeep,666,196,862
ANDHRA PRADESH,2010,Total Car,1045,224,1269
ANDHRA PRADESH,2011,Truck/Lorry (Government),18,3,21
ANDHRA PRADESH,2011,Truck/Lorry (Private),3110,471,3581
ANDHRA PRADESH,2011,Bus (Government),577,127,704
ANDHRA PRADESH,2011,Bus (Private),376,114,490
ANDHRA PRADESH,2011,Tempo/Vans (Government),85,1,86
ANDHRA PRADESH,2011,Tempo/Vans (Private),752,159,911
ANDHRA PRADESH,2011,Jeep (Government),13,3,16
ANDHRA PRADESH,2011,Jeep (Private),627,198,825
ANDHRA PRADESH,2011,Car (Government),10,4,14
ANDHRA PRADESH,2011,Car (Private),907,238,1145
ANDHRA PRADESH,2011,Three Wheeler,1485,397,1882
ANDHRA PRADESH,2011,Two Wheeler,2489,482,2971
ANDHRA PRADESH,2011,Bicycle,131,6,137
ANDHRA PRADESH,2011,Pedestrian,422,101,523
ANDHRA PRADESH,2011,Others (Please Specify),1526,326,1852
ANDHRA PRADESH,2011,Total Deaths (Persons),12528,2630,15158
ANDHRA PRADESH,2011,Total Truck/Lorry,3128,474,3602
ANDHRA PRADESH,2011,Total Bus,953,241,1194
ANDHRA PRADESH,2011,Total Tempo/Vans,837,160,997
ANDHRA PRADESH,2011,Total Jeep,640,201,841
ANDHRA PRADESH,2011,Total Car,917,242,1159
ANDHRA PRADESH,2012,Truck/Lorry (Government),26,7,33
ANDHRA PRADESH,2012,Truck/Lorry (Private),2999,400,3399
ANDHRA PRADESH,2012,Bus (Government),689,142,831
ANDHRA PRADESH,2012,Bus (Private),447,96,543
ANDHRA PRADESH,2012,Tempo/Vans (Government),19,3,22
ANDHRA PRADESH,2012,Tempo/Vans (Private),575,106,681
ANDHRA PRADESH,2012,Jeep (Government),4,0,4
ANDHRA PRADESH,2012,Jeep (Private),475,138,613
ANDHRA PRADESH,2012,Car (Government),35,3,38
ANDHRA PRADESH,2012,Car (Private),1125,175,1300
ANDHRA PRADESH,2012,Three Wheeler,1333,401,1734
ANDHRA PRADESH,2012,Two Wheeler,2357,344,2701
ANDHRA PRADESH,2012,Bicycle,173,8,181
ANDHRA PRADESH,2012,Pedestrian,590,105,695
ANDHRA PRADESH,2012,Others (Please Specify),1896,295,2191
ANDHRA PRADESH,2012,Total Deaths (Persons),12743,2223,14966
ANDHRA PRADESH,2012,Total Truck/Lorry,3025,407,3432
ANDHRA PRADESH,2012,Total Bus,1136,238,1374
ANDHRA PRADESH,2012,Total Tempo/Vans,594,109,703
ANDHRA PRADESH,2012,Total Jeep,479,138,617
ANDHRA PRADESH,2012,Total Car,1160,178,1338
ARUNACHAL PRADESH,2001,Truck/Lorry (Government),2,0,2
ARUNACHAL PRADESH,2001,Truck/Lorry (Private),27,6,33
ARUNACHAL PRADESH,2001,Bus (Government),0,0,0
ARUNACHAL PRADESH,2001,Bus (Private),8,0,8
ARUNACHAL PRADESH,2001,Tempo/Vans (Government),0,4,4
ARUNACHAL PRADESH,2001,Tempo/Vans (Private),0,0,0
ARUNACHAL PRADESH,2001,Jeep (Government),0,0,0
ARUNACHAL PRADESH,2001,Jeep (Private),4,0,4
ARUNACHAL PRADESH,2001,Car (Government),0,0,0
ARUNACHAL PRADESH,2001,Car (Private),0,0,0
ARUNACHAL PRADESH,2001,Three Wheeler,0,0,0
ARUNACHAL PRADESH,2001,Two Wheeler,7,1,8
ARUNACHAL PRADESH,2001,Bicycle,0,0,0
ARUNACHAL PRADESH,2001,Pedestrian,1,0,1
ARUNACHAL PRADESH,2001,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2001,Total Deaths (Persons),49,11,60
ARUNACHAL PRADESH,2001,Total Truck/Lorry,29,6,35
ARUNACHAL PRADESH,2001,Total Bus,8,0,8
ARUNACHAL PRADESH,2001,Total Tempo/Vans,0,4,4
ARUNACHAL PRADESH,2001,Total Jeep,4,0,4
ARUNACHAL PRADESH,2001,Total Car,0,0,0
ARUNACHAL PRADESH,2002,Truck/Lorry (Government),2,1,3
ARUNACHAL PRADESH,2002,Truck/Lorry (Private),59,12,71
ARUNACHAL PRADESH,2002,Bus (Government),2,1,3
ARUNACHAL PRADESH,2002,Bus (Private),2,1,3
ARUNACHAL PRADESH,2002,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2002,Tempo/Vans (Private),2,0,2
ARUNACHAL PRADESH,2002,Jeep (Government),1,1,2
ARUNACHAL PRADESH,2002,Jeep (Private),11,2,13
ARUNACHAL PRADESH,2002,Car (Government),0,0,0
ARUNACHAL PRADESH,2002,Car (Private),0,0,0
ARUNACHAL PRADESH,2002,Three Wheeler,1,0,1
ARUNACHAL PRADESH,2002,Two Wheeler,14,2,16
ARUNACHAL PRADESH,2002,Bicycle,0,0,0
ARUNACHAL PRADESH,2002,Pedestrian,0,0,0
ARUNACHAL PRADESH,2002,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2002,Total Deaths (Persons),94,20,114
ARUNACHAL PRADESH,2002,Total Truck/Lorry,61,13,74
ARUNACHAL PRADESH,2002,Total Bus,4,2,6
ARUNACHAL PRADESH,2002,Total Tempo/Vans,2,0,2
ARUNACHAL PRADESH,2002,Total Jeep,12,3,15
ARUNACHAL PRADESH,2002,Total Car,0,0,0
ARUNACHAL PRADESH,2003,Truck/Lorry (Government),7,2,9
ARUNACHAL PRADESH,2003,Truck/Lorry (Private),40,6,46
ARUNACHAL PRADESH,2003,Bus (Government),8,11,19
ARUNACHAL PRADESH,2003,Bus (Private),23,2,25
ARUNACHAL PRADESH,2003,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2003,Tempo/Vans (Private),3,0,3
ARUNACHAL PRADESH,2003,Jeep (Government),0,0,0
ARUNACHAL PRADESH,2003,Jeep (Private),13,2,15
ARUNACHAL PRADESH,2003,Car (Government),0,0,0
ARUNACHAL PRADESH,2003,Car (Private),0,0,0
ARUNACHAL PRADESH,2003,Three Wheeler,5,0,5
ARUNACHAL PRADESH,2003,Two Wheeler,11,1,12
ARUNACHAL PRADESH,2003,Bicycle,1,0,1
ARUNACHAL PRADESH,2003,Pedestrian,0,0,0
ARUNACHAL PRADESH,2003,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2003,Total Deaths (Persons),111,24,135
ARUNACHAL PRADESH,2003,Total Truck/Lorry,47,8,55
ARUNACHAL PRADESH,2003,Total Bus,31,13,44
ARUNACHAL PRADESH,2003,Total Tempo/Vans,3,0,3
ARUNACHAL PRADESH,2003,Total Jeep,13,2,15
ARUNACHAL PRADESH,2003,Total Car,0,0,0
ARUNACHAL PRADESH,2004,Truck/Lorry (Government),12,0,12
ARUNACHAL PRADESH,2004,Truck/Lorry (Private),36,3,39
ARUNACHAL PRADESH,2004,Bus (Government),0,0,0
ARUNACHAL PRADESH,2004,Bus (Private),55,22,77
ARUNACHAL PRADESH,2004,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2004,Tempo/Vans (Private),7,0,7
ARUNACHAL PRADESH,2004,Jeep (Government),0,0,0
ARUNACHAL PRADESH,2004,Jeep (Private),3,2,5
ARUNACHAL PRADESH,2004,Car (Government),0,0,0
ARUNACHAL PRADESH,2004,Car (Private),4,1,5
ARUNACHAL PRADESH,2004,Three Wheeler,6,0,6
ARUNACHAL PRADESH,2004,Two Wheeler,18,5,23
ARUNACHAL PRADESH,2004,Bicycle,1,0,1
ARUNACHAL PRADESH,2004,Pedestrian,5,1,6
ARUNACHAL PRADESH,2004,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2004,Total Deaths (Persons),147,34,181
ARUNACHAL PRADESH,2004,Total Truck/Lorry,48,3,51
ARUNACHAL PRADESH,2004,Total Bus,55,22,77
ARUNACHAL PRADESH,2004,Total Tempo/Vans,7,0,7
ARUNACHAL PRADESH,2004,Total Jeep,3,2,5
ARUNACHAL PRADESH,2004,Total Car,4,1,5
ARUNACHAL PRADESH,2005,Truck/Lorry (Government),11,1,12
ARUNACHAL PRADESH,2005,Truck/Lorry (Private),33,2,35
ARUNACHAL PRADESH,2005,Bus (Government),0,1,1
ARUNACHAL PRADESH,2005,Bus (Private),4,1,5
ARUNACHAL PRADESH,2005,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2005,Tempo/Vans (Private),7,2,9
ARUNACHAL PRADESH,2005,Jeep (Government),2,0,2
ARUNACHAL PRADESH,2005,Jeep (Private),6,1,7
ARUNACHAL PRADESH,2005,Car (Government),0,0,0
ARUNACHAL PRADESH,2005,Car (Private),2,0,2
ARUNACHAL PRADESH,2005,Three Wheeler,2,1,3
ARUNACHAL PRADESH,2005,Two Wheeler,11,0,11
ARUNACHAL PRADESH,2005,Bicycle,0,0,0
ARUNACHAL PRADESH,2005,Pedestrian,1,1,2
ARUNACHAL PRADESH,2005,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2005,Total Deaths (Persons),79,10,89
ARUNACHAL PRADESH,2005,Total Truck/Lorry,44,3,47
ARUNACHAL PRADESH,2005,Total Bus,4,2,6
ARUNACHAL PRADESH,2005,Total Tempo/Vans,7,2,9
ARUNACHAL PRADESH,2005,Total Jeep,8,1,9
ARUNACHAL PRADESH,2005,Total Car,2,0,2
ARUNACHAL PRADESH,2006,Truck/Lorry (Government),21,2,23
ARUNACHAL PRADESH,2006,Truck/Lorry (Private),23,1,24
ARUNACHAL PRADESH,2006,Bus (Government),0,0,0
ARUNACHAL PRADESH,2006,Bus (Private),4,1,5
ARUNACHAL PRADESH,2006,Tempo/Vans (Government),3,0,3
ARUNACHAL PRADESH,2006,Tempo/Vans (Private),0,0,0
ARUNACHAL PRADESH,2006,Jeep (Government),6,1,7
ARUNACHAL PRADESH,2006,Jeep (Private),11,0,11
ARUNACHAL PRADESH,2006,Car (Government),2,1,3
ARUNACHAL PRADESH,2006,Car (Private),1,0,1
ARUNACHAL PRADESH,2006,Three Wheeler,0,0,0
ARUNACHAL PRADESH,2006,Two Wheeler,38,0,38
ARUNACHAL PRADESH,2006,Bicycle,0,0,0
ARUNACHAL PRADESH,2006,Pedestrian,0,0,0
ARUNACHAL PRADESH,2006,Others (Please Specify),1,0,1
ARUNACHAL PRADESH,2006,Total Deaths (Persons),110,6,116
ARUNACHAL PRADESH,2006,Total Truck/Lorry,44,3,47
ARUNACHAL PRADESH,2006,Total Bus,4,1,5
ARUNACHAL PRADESH,2006,Total Tempo/Vans,3,0,3
ARUNACHAL PRADESH,2006,Total Jeep,17,1,18
ARUNACHAL PRADESH,2006,Total Car,3,1,4
ARUNACHAL PRADESH,2007,Truck/Lorry (Government),12,2,14
ARUNACHAL PRADESH,2007,Truck/Lorry (Private),27,4,31
ARUNACHAL PRADESH,2007,Bus (Government),1,1,2
ARUNACHAL PRADESH,2007,Bus (Private),4,0,4
ARUNACHAL PRADESH,2007,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2007,Tempo/Vans (Private),0,0,0
ARUNACHAL PRADESH,2007,Jeep (Government),5,2,7
ARUNACHAL PRADESH,2007,Jeep (Private),6,1,7
ARUNACHAL PRADESH,2007,Car (Government),0,0,0
ARUNACHAL PRADESH,2007,Car (Private),15,0,15
ARUNACHAL PRADESH,2007,Three Wheeler,2,0,2
ARUNACHAL PRADESH,2007,Two Wheeler,16,4,20
ARUNACHAL PRADESH,2007,Bicycle,1,0,1
ARUNACHAL PRADESH,2007,Pedestrian,0,0,0
ARUNACHAL PRADESH,2007,Others (Please Specify),5,0,5
ARUNACHAL PRADESH,2007,Total Deaths (Persons),94,14,108
ARUNACHAL PRADESH,2007,Total Truck/Lorry,39,6,45
ARUNACHAL PRADESH,2007,Total Bus,5,1,6
ARUNACHAL PRADESH,2007,Total Tempo/Vans,0,0,0
ARUNACHAL PRADESH,2007,Total Jeep,11,3,14
ARUNACHAL PRADESH,2007,Total Car,15,0,15
ARUNACHAL PRADESH,2008,Truck/Lorry (Government),3,0,3
ARUNACHAL PRADESH,2008,Truck/Lorry (Private),49,2,51
ARUNACHAL PRADESH,2008,Bus (Government),7,1,8
ARUNACHAL PRADESH,2008,Bus (Private),6,1,7
ARUNACHAL PRADESH,2008,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2008,Tempo/Vans (Private),0,0,0
ARUNACHAL PRADESH,2008,Jeep (Government),1,1,2
ARUNACHAL PRADESH,2008,Jeep (Private),9,8,17
ARUNACHAL PRADESH,2008,Car (Government),0,0,0
ARUNACHAL PRADESH,2008,Car (Private),3,4,7
ARUNACHAL PRADESH,2008,Three Wheeler,1,3,4
ARUNACHAL PRADESH,2008,Two Wheeler,20,1,21
ARUNACHAL PRADESH,2008,Bicycle,0,0,0
ARUNACHAL PRADESH,2008,Pedestrian,3,2,5
ARUNACHAL PRADESH,2008,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2008,Total Deaths (Persons),102,23,125
ARUNACHAL PRADESH,2008,Total Truck/Lorry,52,2,54
ARUNACHAL PRADESH,2008,Total Bus,13,2,15
ARUNACHAL PRADESH,2008,Total Tempo/Vans,0,0,0
ARUNACHAL PRADESH,2008,Total Jeep,10,9,19
ARUNACHAL PRADESH,2008,Total Car,3,4,7
ARUNACHAL PRADESH,2009,Truck/Lorry (Government),3,0,3
ARUNACHAL PRADESH,2009,Truck/Lorry (Private),49,2,51
ARUNACHAL PRADESH,2009,Bus (Government),7,1,8
ARUNACHAL PRADESH,2009,Bus (Private),6,1,7
ARUNACHAL PRADESH,2009,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2009,Tempo/Vans (Private),0,0,0
ARUNACHAL PRADESH,2009,Jeep (Government),1,1,2
ARUNACHAL PRADESH,2009,Jeep (Private),9,8,17
ARUNACHAL PRADESH,2009,Car (Government),0,0,0
ARUNACHAL PRADESH,2009,Car (Private),3,4,7
ARUNACHAL PRADESH,2009,Three Wheeler,1,3,4
ARUNACHAL PRADESH,2009,Two Wheeler,20,1,21
ARUNACHAL PRADESH,2009,Bicycle,0,0,0
ARUNACHAL PRADESH,2009,Pedestrian,3,2,5
ARUNACHAL PRADESH,2009,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2009,Total Deaths (Persons),102,23,125
ARUNACHAL PRADESH,2009,Total Truck/Lorry,52,2,54
ARUNACHAL PRADESH,2009,Total Bus,13,2,15
ARUNACHAL PRADESH,2009,Total Tempo/Vans,0,0,0
ARUNACHAL PRADESH,2009,Total Jeep,10,9,19
ARUNACHAL PRADESH,2009,Total Car,3,4,7
ARUNACHAL PRADESH,2010,Truck/Lorry (Government),16,1,17
ARUNACHAL PRADESH,2010,Truck/Lorry (Private),36,4,40
ARUNACHAL PRADESH,2010,Bus (Government),3,0,3
ARUNACHAL PRADESH,2010,Bus (Private),2,0,2
ARUNACHAL PRADESH,2010,Tempo/Vans (Government),1,0,1
ARUNACHAL PRADESH,2010,Tempo/Vans (Private),1,0,1
ARUNACHAL PRADESH,2010,Jeep (Government),0,0,0
ARUNACHAL PRADESH,2010,Jeep (Private),6,3,9
ARUNACHAL PRADESH,2010,Car (Government),1,0,1
ARUNACHAL PRADESH,2010,Car (Private),9,1,10
ARUNACHAL PRADESH,2010,Three Wheeler,4,2,6
ARUNACHAL PRADESH,2010,Two Wheeler,28,6,34
ARUNACHAL PRADESH,2010,Bicycle,1,0,1
ARUNACHAL PRADESH,2010,Pedestrian,3,1,4
ARUNACHAL PRADESH,2010,Others (Please Specify),9,1,10
ARUNACHAL PRADESH,2010,Total Deaths (Persons),120,19,139
ARUNACHAL PRADESH,2010,Total Truck/Lorry,52,5,57
ARUNACHAL PRADESH,2010,Total Bus,5,0,5
ARUNACHAL PRADESH,2010,Total Tempo/Vans,2,0,2
ARUNACHAL PRADESH,2010,Total Jeep,6,3,9
ARUNACHAL PRADESH,2010,Total Car,10,1,11
ARUNACHAL PRADESH,2011,Truck/Lorry (Government),5,0,5
ARUNACHAL PRADESH,2011,Truck/Lorry (Private),26,5,31
ARUNACHAL PRADESH,2011,Bus (Government),1,1,2
ARUNACHAL PRADESH,2011,Bus (Private),3,1,4
ARUNACHAL PRADESH,2011,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2011,Tempo/Vans (Private),4,0,4
ARUNACHAL PRADESH,2011,Jeep (Government),5,0,5
ARUNACHAL PRADESH,2011,Jeep (Private),1,3,4
ARUNACHAL PRADESH,2011,Car (Government),3,0,3
ARUNACHAL PRADESH,2011,Car (Private),19,5,24
ARUNACHAL PRADESH,2011,Three Wheeler,1,0,1
ARUNACHAL PRADESH,2011,Two Wheeler,31,9,40
ARUNACHAL PRADESH,2011,Bicycle,0,0,0
ARUNACHAL PRADESH,2011,Pedestrian,0,0,0
ARUNACHAL PRADESH,2011,Others (Please Specify),3,0,3
ARUNACHAL PRADESH,2011,Total Deaths (Persons),102,24,126
ARUNACHAL PRADESH,2011,Total Truck/Lorry,31,5,36
ARUNACHAL PRADESH,2011,Total Bus,4,2,6
ARUNACHAL PRADESH,2011,Total Tempo/Vans,4,0,4
ARUNACHAL PRADESH,2011,Total Jeep,6,3,9
ARUNACHAL PRADESH,2011,Total Car,22,5,27
ARUNACHAL PRADESH,2012,Truck/Lorry (Government),3,0,3
ARUNACHAL PRADESH,2012,Truck/Lorry (Private),20,6,26
ARUNACHAL PRADESH,2012,Bus (Government),2,0,2
ARUNACHAL PRADESH,2012,Bus (Private),4,0,4
ARUNACHAL PRADESH,2012,Tempo/Vans (Government),0,0,0
ARUNACHAL PRADESH,2012,Tempo/Vans (Private),3,0,3
ARUNACHAL PRADESH,2012,Jeep (Government),1,0,1
ARUNACHAL PRADESH,2012,Jeep (Private),12,3,15
ARUNACHAL PRADESH,2012,Car (Government),0,0,0
ARUNACHAL PRADESH,2012,Car (Private),11,2,13
ARUNACHAL PRADESH,2012,Three Wheeler,7,1,8
ARUNACHAL PRADESH,2012,Two Wheeler,31,10,41
ARUNACHAL PRADESH,2012,Bicycle,0,0,0
ARUNACHAL PRADESH,2012,Pedestrian,18,2,20
ARUNACHAL PRADESH,2012,Others (Please Specify),0,0,0
ARUNACHAL PRADESH,2012,Total Deaths (Persons),112,24,136
ARUNACHAL PRADESH,2012,Total Truck/Lorry,23,6,29
ARUNACHAL PRADESH,2012,Total Bus,6,0,6
ARUNACHAL PRADESH,2012,Total Tempo/Vans,3,0,3
ARUNACHAL PRADESH,2012,Total Jeep,13,3,16
ARUNACHAL PRADESH,2012,Total Car,11,2,13
ASSAM,2001,Truck/Lorry (Government),2,0,2
ASSAM,2001,Truck/Lorry (Private),173,19,192
ASSAM,2001,Bus (Government),2,1,3
ASSAM,2001,Bus (Private),231,66,297
ASSAM,2001,Tempo/Vans (Government),3,0,3
ASSAM,2001,Tempo/Vans (Private),8,1,9
ASSAM,2001,Jeep (Government),1,0,1
ASSAM,2001,Jeep (Private),28,8,36
ASSAM,2001,Car (Government),6,0,6
ASSAM,2001,Car (Private),40,19,59
ASSAM,2001,Three Wheeler,8,0,8
ASSAM,2001,Two Wheeler,29,13,42
ASSAM,2001,Bicycle,27,2,29
ASSAM,2001,Pedestrian,53,18,71
ASSAM,2001,Others (Please Specify),13,5,18
ASSAM,2001,Total Deaths (Persons),624,152,776
ASSAM,2001,Total Truck/Lorry,175,19,194
ASSAM,2001,Total Bus,233,67,300
ASSAM,2001,Total Tempo/Vans,11,1,12
ASSAM,2001,Total Jeep,29,8,37
ASSAM,2001,Total Car,46,19,65
ASSAM,2002,Truck/Lorry (Government),21,4,25
ASSAM,2002,Truck/Lorry (Private),204,36,240
ASSAM,2002,Bus (Government),8,4,12
ASSAM,2002,Bus (Private),220,65,285
ASSAM,2002,Tempo/Vans (Government),7,1,8
ASSAM,2002,Tempo/Vans (Private),16,1,17
ASSAM,2002,Jeep (Government),4,0,4
ASSAM,2002,Jeep (Private),27,3,30
ASSAM,2002,Car (Government),4,0,4
ASSAM,2002,Car (Private),44,14,58
ASSAM,2002,Three Wheeler,28,10,38
ASSAM,2002,Two Wheeler,43,8,51
ASSAM,2002,Bicycle,23,0,23
ASSAM,2002,Pedestrian,59,3,62
ASSAM,2002,Others (Please Specify),46,6,52
ASSAM,2002,Total Deaths (Persons),754,155,909
ASSAM,2002,Total Truck/Lorry,225,40,265
ASSAM,2002,Total Bus,228,69,297
ASSAM,2002,Total Tempo/Vans,23,2,25
ASSAM,2002,Total Jeep,31,3,34
ASSAM,2002,Total Car,48,14,62
ASSAM,2003,Truck/Lorry (Government),9,4,13
ASSAM,2003,Truck/Lorry (Private),256,44,300
ASSAM,2003,Bus (Government),4,5,9
ASSAM,2003,Bus (Private),322,89,411
ASSAM,2003,Tempo/Vans (Government),7,3,10
ASSAM,2003,Tempo/Vans (Private),22,27,49
ASSAM,2003,Jeep (Government),13,10,23
ASSAM,2003,Jeep (Private),19,6,25
ASSAM,2003,Car (Government),5,1,6
ASSAM,2003,Car (Private),38,7,45
ASSAM,2003,Three Wheeler,20,13,33
ASSAM,2003,Two Wheeler,89,18,107
ASSAM,2003,Bicycle,8,0,8
ASSAM,2003,Pedestrian,60,5,65
ASSAM,2003,Others (Please Specify),26,7,33
ASSAM,2003,Total Deaths (Persons),898,239,1137
ASSAM,2003,Total Truck/Lorry,265,48,313
ASSAM,2003,Total Bus,326,94,420
ASSAM,2003,Total Tempo/Vans,29,30,59
ASSAM,2003,Total Jeep,32,16,48
ASSAM,2003,Total Car,43,8,51
ASSAM,2004,Truck/Lorry (Government),6,1,7
ASSAM,2004,Truck/Lorry (Private),206,16,222
ASSAM,2004,Bus (Government),10,1,11
ASSAM,2004,Bus (Private),332,76,408
ASSAM,2004,Tempo/Vans (Government),6,1,7
ASSAM,2004,Tempo/Vans (Private),23,5,28
ASSAM,2004,Jeep (Government),7,1,8
ASSAM,2004,Jeep (Private),41,7,48
ASSAM,2004,Car (Government),6,1,7
ASSAM,2004,Car (Private),54,11,65
ASSAM,2004,Three Wheeler,18,4,22
ASSAM,2004,Two Wheeler,64,15,79
ASSAM,2004,Bicycle,7,2,9
ASSAM,2004,Pedestrian,33,6,39
ASSAM,2004,Others (Please Specify),41,11,52
ASSAM,2004,Total Deaths (Persons),854,158,1012
ASSAM,2004,Total Truck/Lorry,212,17,229
ASSAM,2004,Total Bus,342,77,419
ASSAM,2004,Total Tempo/Vans,29,6,35
ASSAM,2004,Total Jeep,48,8,56
ASSAM,2004,Total Car,60,12,72
ASSAM,2005,Truck/Lorry (Government),0,0,0
ASSAM,2005,Truck/Lorry (Private),258,24,282
ASSAM,2005,Bus (Government),11,2,13
ASSAM,2005,Bus (Private),436,85,521
ASSAM,2005,Tempo/Vans (Government),0,0,0
ASSAM,2005,Tempo/Vans (Private),73,7,80
ASSAM,2005,Jeep (Government),0,0,0
ASSAM,2005,Jeep (Private),85,12,97
ASSAM,2005,Car (Government),1,0,1
ASSAM,2005,Car (Private),106,28,134
ASSAM,2005,Three Wheeler,52,3,55
ASSAM,2005,Two Wheeler,96,20,116
ASSAM,2005,Bicycle,22,6,28
ASSAM,2005,Pedestrian,63,9,72
ASSAM,2005,Others (Please Specify),48,9,57
ASSAM,2005,Total Deaths (Persons),1251,205,1456
ASSAM,2005,Total Truck/Lorry,258,24,282
ASSAM,2005,Total Bus,447,87,534
ASSAM,2005,Total Tempo/Vans,73,7,80
ASSAM,2005,Total Jeep,85,12,97
ASSAM,2005,Total Car,107,28,135
ASSAM,2006,Truck/Lorry (Government),9,0,9
ASSAM,2006,Truck/Lorry (Private),289,40,329
ASSAM,2006,Bus (Government),8,0,8
ASSAM,2006,Bus (Private),459,182,641
ASSAM,2006,Tempo/Vans (Government),6,0,6
ASSAM,2006,Tempo/Vans (Private),74,19,93
ASSAM,2006,Jeep (Government),4,1,5
ASSAM,2006,Jeep (Private),67,14,81
ASSAM,2006,Car (Government),1,0,1
ASSAM,2006,Car (Private),131,35,166
ASSAM,2006,Three Wheeler,37,9,46
ASSAM,2006,Two Wheeler,164,31,195
ASSAM,2006,Bicycle,49,6,55
ASSAM,2006,Pedestrian,74,13,87
ASSAM,2006,Others (Please Specify),17,1,18
ASSAM,2006,Total Deaths (Persons),1389,351,1740
ASSAM,2006,Total Truck/Lorry,298,40,338
ASSAM,2006,Total Bus,467,182,649
ASSAM,2006,Total Tempo/Vans,80,19,99
ASSAM,2006,Total Jeep,71,15,86
ASSAM,2006,Total Car,132,35,167
ASSAM,2007,Truck/Lorry (Government),20,2,22
ASSAM,2007,Truck/Lorry (Private),293,29,322
ASSAM,2007,Bus (Government),7,0,7
ASSAM,2007,Bus (Private),408,73,481
ASSAM,2007,Tempo/Vans (Government),8,0,8
